,CL0106,CL0107,CL0108,CL0109,CL0110,CL0111,CL0114,CL0116,CL0124,CL0125,CL0126,CL0146,CL0147,CL0191,CL0193,CL0196,NCI0422
ACADSB,3.220414872,6.31790808,1.889485838,66.35650847,87.3926854,3.567678262,6.603726686,2.561335552,5.24505858,4.82034215,2.731015742,2.915707419,8.562678566,2.387177317,1.368539661,2.578857461,4.268182893
ACADVL,50.62970717,68.7922014,30.98884867,364.7998826,233.6786875,68.60287825,40.5767449,48.39996764,43.90681677,23.44531812,66.88525637,66.96177602,78.12836838,84.45130228,20.25310353,58.63776859,74.33357564
ACAN,7.63006548,0.383880683,0.349643463,0.151562358,9.078616551,0.802255528,1.619840309,1.032083853,0.98342314,3.077072995,2.378433632,1.7834919,0.961605327,0.991465158,0.224209592,1.145652793,3.31670076
ACAP1,0.738118216,0.436521154,0.612933007,0.906574869,0.766567184,2.934842905,0.191724949,0.506622753,0.411083237,1.210047861,1.341758491,0.511536657,0.941632931,3.991506389,0.07718552,0.438615661,4.188814036
ACAP2,9.888701962,4.232693585,12.24356311,9.428265093,14.39991792,9.820181843,36.24356051,17.14496186,13.73089381,6.442965093,8.460490661,16.66519127,6.654727163,9.024673397,12.42805496,9.109802036,5.763176326
ACAP3,3.179450247,4.805864898,6.94258585,3.057916168,3.512907596,5.594807153,15.77157053,8.009991517,0.91319552,1.50664553,5.152044725,7.594088739,6.37808298,5.885582814,1.15842606,11.32474418,6.563023025
ACAT1,21.33379404,29.85641749,20.80884305,263.1428431,337.7125576,20.83753585,17.37774916,15.91172985,38.33138481,17.238197,20.50860661,17.24188458,53.94349237,15.33361976,21.64997552,12.56279028,34.9049784
ACAT2,7.164109506,9.488653826,12.23110391,83.42838099,67.31153965,14.84718582,17.71535676,26.73587049,14.05234253,6.046801671,16.39945661,14.71872969,13.25504043,20.39862888,29.24029378,31.80540487,8.59878719
ACBD3,21.51946744,16.82366553,20.46046204,15.8156536,23.53757399,32.14309592,27.7174043,15.88338179,31.7368403,11.83239508,18.02150888,20.39551448,19.97390002,12.04570741,11.86461943,12.29804413,21.28104248
ACBD4,0.764065168,1.242455854,1.652793548,8.017174414,5.240370431,2.074833948,0.856928435,1.048595397,0.714850234,0.680146751,2.569231298,1.39748549,2.61679573,2.622649768,0.36223554,1.809914221,1.249593307
ACBD5,2.902719222,1.873080321,4.193940854,8.800698441,10.71593164,3.100457433,9.549453724,3.63499038,3.763178749,2.149805908,5.983559996,3.565927529,9.620613194,2.97072479,4.401231837,3.22904768,4.833039636
ACBD6,22.02052923,19.76386448,48.49257626,39.14297815,37.56943045,56.96430995,56.0682371,43.205768,71.8033523,44.86207972,46.27222986,46.69995593,39.09076393,31.1734553,35.1896422,41.08351863,28.14938971
ACBD7,0.517798909,6.1811939,1.263235509,1.104120312,1.877468439,2.562929778,6.237849919,2.518291966,1.341052327,2.277568819,5.814649193,4.377672248,5.151577624,2.073898119,5.476019325,2.282006401,0.820845144
ACCS,0.625797479,1.585450203,3.294003053,3.03254934,1.261014543,1.294813907,1.920288529,2.457793898,1.090193196,1.101787193,2.665790261,3.122291101,2.595011274,4.244055716,0.556905947,1.595997009,1.779694368
ACCSL,0.242871384,0,0.055610371,0.029593312,0,0,0,0.042401842,0.096868296,3.31796444,0.091638509,0.056255579,0.137465877,0.088918327,0,0.040736238,0.029945528
ACD,3.592490766,3.287460917,2.98013008,3.83407607,1.75980422,1.851798722,0.620441061,2.884979545,4.933219433,2.412787584,1.976093235,3.26355493,4.053552468,2.34428958,2.654713539,3.705712892,1.733041346
ACE,3.766093034,2.563286993,9.613833454,6.379850239,13.15146833,38.3022888,4.742308766,7.691417733,2.706942051,5.717445795,13.01242175,8.132315662,11.10784158,6.472446509,3.842528216,23.09816991,16.17592985
ACE2,0.186589213,1.466798315,0.108503916,2.771560889,3.48008936,0.353851957,0,0.031024559,0.618558952,2.390903427,0.029800008,0.218153584,0.966451868,0.188330759,0.040202802,0.042579814,0.262926351
ACER1,0.486881229,0.012989005,0.021859101,0,0.031777707,0.022811743,0,0.014286125,0.664609756,3.023400836,0.072041793,0.02653526,0.098671758,0.099336293,0.014398614,0.027449891,0.023541736
ACER2,0.455031898,0.631740617,0.240981037,1.114549117,0.587312263,0.595423541,1.005048981,1.264587085,0.410788447,0.70160079,0.303668343,1.13141193,0.751852038,1.49056904,1.360914679,2.78139266,0.393112962
ACER3,0.525015824,1.112856592,0.47574687,0.516221555,0.493691449,0.304346522,0.702043581,0.447936744,0.619602031,0.371336246,0.716406238,0.349798667,0.490362069,0.428880502,1.042035521,0.372541383,0.788130516
ACHE,0.164637541,0.358403208,0.234559936,0.093616602,0.176585104,0.764944673,0.019798297,0.035586994,0.09153308,0.49981782,0.119638268,0.048303707,0.461874988,0.054988553,0.011036063,0.134126415,0.063153878
ACIN1,30.13466979,12.97610037,37.66597086,16.33972513,14.41595296,22.53443274,31.84616747,38.22977203,32.19410383,12.17373908,27.58849073,25.5153532,18.12832553,20.40915035,14.71581637,37.93458814,17.90657397
ACKR1,0.105465965,0.191326048,0,0.116825289,0.042552795,0.336013464,1.00308527,0.071738326,0.917774949,0.754144701,0.128626004,0.706213494,0.004718896,1.647956834,0.077123407,0.496226467,0.047286293
ACKR2,0.821118612,0.281685885,0.948094203,4.758854463,1.168045458,5.12314754,0.417757437,0.157533485,0.091608372,0.980562433,0.105920907,0.492551801,0.367866601,0.215019819,0.158773905,0,0.138450858
ACKR3,1.485597074,3.392362783,0.731339348,0.823625249,3.156590644,2.064813475,0.509148949,1.908176759,2.407804308,1.552901311,3.319612563,4.500886145,3.666846162,5.295830752,0.377171606,1.007381568,12.5594235
ACKR4,0.571691502,0.07574376,0.490263905,0.297421628,0.277961591,0.557676812,1.459931539,0.746565617,1.257703064,1.662008293,0.651697795,0.538603968,0.230789108,1.227848364,1.453218178,2.022430588,0.696963501
ACLY,23.88112518,47.56531102,39.06519996,46.51366161,29.47304212,65.20967324,42.78900782,39.72620037,88.35337533,10.80494069,52.13385076,46.6579773,16.9601424,48.94920976,27.52999247,49.281105,32.58973836
ACMSD,1.61727901,0.072787832,0.970530234,58.89285935,35.66999804,0.17699888,2.182377851,1.305538996,2.184470102,2.938752001,1.283584577,0.697738566,0.747376577,0.54714549,2.073035306,1.100431779,0.750947797
ACO1,9.859469719,8.837958907,17.19062489,77.32860583,76.64822117,16.29156188,16.54514209,9.397720662,5.486949982,10.41910442,11.36866295,11.4593133,13.82243144,10.80470951,7.860963887,10.18106618,11.90038371
ACO2,26.79498707,34.10043662,20.41616122,75.02220852,72.66751281,31.99056908,12.95988843,32.06763354,28.26858556,12.23626168,22.94347574,32.89915313,52.40453119,39.71486648,37.33246985,33.86425302,35.77093335
ACOT1,0.913623665,2.459662192,4.169020134,54.21662699,17.08217298,4.551988666,8.485453616,10.58845156,0.620247159,1.16686046,2.558929292,5.258980652,7.261594203,6.996932557,7.378413866,12.19398494,3.946669954
ACOT11,0.928103881,3.717421867,2.840458369,1.746694824,1.835253967,1.441868986,1.160281774,0.902987575,6.597099496,3.233520209,2.157358883,3.452353932,6.892565461,2.918056899,0.706827151,2.95043834,1.329389538
ACOT12,0.608169597,0.005014918,0.084395678,38.3320024,16.78404228,0.017614745,0.91750843,0.060672939,0.160374249,4.966760209,0.203973547,0.117817308,0.195922915,0.017045641,0.083387289,0.296747158,0.15451666
ACOT13,4.459588336,6.006517921,2.808469252,6.029992444,7.756565991,2.659802511,2.685676107,2.298782146,2.735258537,2.553552651,2.36600876,3.116948174,3.158009426,1.704982965,4.017118279,1.111036696,2.033920277
ACOT2,1.338868326,3.790275126,6.47543493,37.26414971,27.64680659,6.134635842,6.152049817,10.85781676,3.602599696,1.983693719,2.280660927,4.798669557,8.004621268,3.899689558,4.152010623,8.513215704,3.828689082
ACOT4,0.130336288,2.087067331,0.619819455,2.907476222,1.746506066,0.966254933,0.434033701,0.740157328,0.356254779,1.058384848,0.647294431,0.61772173,0.542794449,0.282056546,0.695580917,1.378924274,0.296680409
ACOT6,0,0.408196306,0.0473759,0.983240728,0.688727999,0.123601476,0,0,0.337600573,1.734540718,0.182161453,0.517596149,0.733214841,0.059804054,0.062413115,0.297464958,0.153068179
ACOT7,7.406594298,6.547431501,9.014585039,14.62080311,13.62707942,11.64125062,16.56852537,11.99899872,5.521218953,2.785680504,9.713841836,9.447610472,12.75641024,11.21073684,5.214011639,16.99833902,13.89359165
ACOT8,1.204365227,5.776869617,1.215231418,2.275854588,2.083734944,2.861562416,1.362379611,1.293154009,1.643129525,1.330969775,1.386373875,1.546119995,1.512040464,2.297102512,1.036511554,2.86133424,1.879267454
ACOT9,7.989391575,3.032884707,12.65526385,9.475865888,9.188978427,8.959736753,12.78166327,2.341657494,6.840681998,4.876859563,4.961040621,5.994826647,5.23129406,4.478497477,1.567459798,3.476382834,14.76520544
ACOX1,7.68258717,5.970166065,10.6757907,118.7494902,131.8265667,17.99172569,9.045769964,16.87221093,8.705688216,9.723917167,9.087972519,16.17922154,12.17047306,7.150416118,9.038462973,21.07350314,10.64678998
ACOX2,2.452030109,0.360306908,1.325004174,53.48057273,54.45672786,6.421581025,0.212303548,0.538169162,0.277391419,3.69495047,0.550997646,1.563016188,4.967317067,2.32840129,0.088757462,0.817846056,2.870120705
ACOX3,2.19955755,1.925021502,1.437385914,4.742742914,3.776437814,3.300635556,1.504049424,2.475813458,0.565569871,1.718491271,2.202877947,4.588622856,2.317266165,1.526359489,1.604513778,3.820163708,4.694314458
ACOXL,0.393936772,0.666998825,12.59791676,1.856010701,0.437094129,1.275996421,0.615841328,0.268552659,0.285672967,3.913985405,0.748692237,1.271366595,6.676153377,9.716230843,2.706672441,1.56060672,12.67178329
ACP1,7.252125215,22.78352586,10.16419731,12.5223273,10.75715613,6.77662936,7.818473374,8.713265221,11.34556964,4.533491349,6.414605526,6.006085586,10.70043479,6.755421267,18.68795005,4.422205161,6.426957541
ACP2,1.2618739,13.24140806,3.509317968,6.649963928,7.630639062,5.201285238,1.223445539,2.970183356,0.880763524,1.697777437,3.147690901,3.291849789,3.082032365,3.878269445,0.832648775,2.392413313,4.978764324
ACP5,4.07101667,15.43768374,3.842789056,10.84806254,32.0834562,47.12310029,0.823551124,3.409784615,2.234841598,3.38640582,23.22413959,7.244028802,1.329530085,12.22370525,1.625865466,2.260878966,17.90957919
ACP6,3.702518848,2.906112931,5.516140018,5.401688937,2.924999007,8.068591534,3.668795004,4.412801106,6.637252945,3.801284701,1.490142037,5.415479998,1.30233143,2.4808753,1.508989339,2.971407254,2.223724325
ACPP,0.144667017,2.264545701,0.655797637,0.288447358,0.505868196,3.097159451,1.375925911,0.323636603,0.158952812,1.950947078,0.220544376,0.674237514,0.01941864,0.214560926,0.238026833,0.060924238,1.686420266
ACPT,1.503656949,0.094423414,2.348254916,0.563744898,0.256675171,0.718595305,1.585656898,2.28476182,1.576906296,2.681481959,3.355603688,3.16137976,0.409881793,0.802359959,0.151190791,1.928950942,1.045833315
ACR,0.227448165,0.123784271,73.72637634,0.221712227,0.201892821,0.036232374,0,0.204218591,0.610276696,2.071507726,0.114425505,0.337172122,0.246278124,0.3856794,0.743262757,0.185296785,0.112175512
ACRBP,4.097443722,1.071517168,2.383314256,1.187765066,2.841459471,0.631665144,0.596048401,2.175732889,4.86440778,5.984816076,2.285779911,5.916434404,9.400260045,2.782493013,0.581441377,0.768014777,1.874151853
ACRC,4.094573539,0.415463021,10.21755729,0.634213011,3.611419659,1.287943892,1.326944456,1.429707017,2.57169931,5.588016867,2.315948442,6.587458097,6.694735951,2.757443727,2.763302456,4.569618266,4.666318102
ACRV1,0.408790672,0.472463382,0.694458926,1.462170089,0.30726071,0.399123444,1.80776965,1.703646089,0.803269346,1.528546846,0.74080386,1.484447355,0.869690646,1.300979872,1.922577515,1.554572266,1.214008366
ACSBG1,0.265021382,0.300484935,0.108916529,0.049680365,0.045239314,0.032475206,0.330956021,0.076267438,0.480466981,1.624612291,0.136746651,0.118050225,0.145487701,0.219981887,0.076867968,0.15142786,0.175950795
ACSBG2,0.303624122,0.030894523,0.118839236,0.028458378,0.023754878,0.052707807,0.154473706,0.120385364,0.403664289,0.777535855,0.145241535,0.243441537,0.165721362,0.082507929,0.063602122,0.042904815,0.041595792
ACSF2,0.885600165,1.705176084,2.962719179,9.563132058,7.019563591,17.35990718,0.822640117,0.753887272,1.476709492,1.701391893,1.805246045,3.142034907,0.177480583,1.88427145,0.458560078,6.035612606,3.787959857
ACSF3,2.437070121,2.962557826,4.477914611,6.525596682,4.028271868,4.510640988,2.665342237,5.252806273,4.354010315,5.120633107,3.052513037,7.865710412,3.496392248,4.591657876,3.06389405,5.472614844,3.932280633
ACSL1,15.86981607,39.68336207,7.037370104,193.1899605,144.3365648,10.59240263,4.968253364,0.961137532,2.914601207,3.278791801,11.44302079,5.714382351,8.305282956,4.241296255,3.384526392,7.500360004,9.245507713
ACSL3,17.58443958,14.98430221,28.73447766,23.60280703,18.37717712,15.84989819,15.64681041,11.49441758,13.75182893,11.09250479,16.90686475,16.53045089,19.68307478,18.39711483,37.54593266,8.320697184,21.96609685
ACSL4,2.31088046,7.887905459,8.521670756,5.975326253,10.32096274,8.943428399,3.615524444,3.327067859,4.723969361,5.73997723,6.534848646,7.051941118,8.950429687,8.976961066,3.80819397,7.015240813,4.966721865
ACSL5,3.132694695,1.647358928,33.6250725,57.54663872,54.39114119,43.2898486,2.288922952,2.001759168,1.104243443,4.399539419,5.200162078,2.204405419,0.56989461,4.651863445,0.578143378,2.842883737,32.57577069
ACSL6,1.993802222,0.266394443,0.483041738,0.866923357,1.041859955,0.352535758,2.98459388,1.151355844,0.37796206,1.361393287,4.321576752,0.243364934,3.222824598,9.09297262,1.592980225,44.00331645,0.193809146
ACSM1,0.487516015,0.089493254,0.093022303,1.067834057,1.654974001,0.619439304,0.251252885,0.037635118,0.029461189,2.210440693,0.087593374,0.328011201,0.03999064,0.212483169,0.107958764,0.050063203,0.095412213
ACSM2A,0.504436181,0.01455839,0.077000654,75.59558992,41.69250166,0.043830775,0,0.002287462,0.043231422,2.534406352,0,0,0.002257014,0,0,0,0.011308348
ACSM2B,1.736016567,0.02491544,0.3941421,234.4229594,159.6189309,0.122520616,0,0,0.191227631,5.07169449,0,0.015269938,0.005407761,0.021171816,0.005523869,0,0.009031526
ACSM3,1.307031918,0.511158807,1.098775292,25.33138009,44.70468548,36.82139803,0.615034989,0.316535368,0.597542753,4.607086987,1.405625166,0.482635247,0.27036833,1.573170182,3.509305463,1.384342243,2.070871338
ACSM4,0.429058845,0,1.951191275,0.196049323,0.456227968,0.056957375,0,0.062422907,3.072533227,7.252924093,0.434703129,0.074536221,0.070390868,0.199799752,0.098865526,1.473569384,0.396765366
ACSM5,0.701511864,0.133280549,0.224296855,132.1668271,48.80560859,1.298721729,0.410397548,0.331010427,0.171864403,3.846013597,0.96973324,0.983717874,0.055989329,0.847583736,0.07625527,0.213519569,0.405201475
ACSM6,0.382001384,0.008249876,1.874293506,0.221647513,0.121100335,0.275285668,0.918742673,2.812857097,0.962966383,5.723223064,5.323046005,0.589878986,8.09347053,0.644948146,0.685888439,0.165628767,0.732666097
ACSS1,0.643568128,4.708910267,1.661127518,1.211903345,0.454410475,1.528481004,1.505617217,1.260741135,0.540239799,1.267540017,0.546155367,0.695649627,0.140137434,1.175462195,0.619646847,2.343930042,2.0615123
ACSS2,6.094233957,4.047126022,4.867286402,44.10324659,47.34927223,8.656373945,4.972944915,3.539313436,3.256665175,5.85673922,9.635719849,11.84726769,6.048865949,4.711194898,2.206692348,4.248616856,10.65684779
ACSS3,4.301568867,1.873119357,0.261696955,38.13280271,34.5107385,1.816541913,2.698853101,0.539014206,1.096306924,4.839054355,0.936535306,2.348905823,0.544624111,7.497900874,2.938296674,0.450621225,2.177865691
ACTA1,1.189646833,0.558466322,0.270801028,0.559478108,0.393677478,0.132989558,0.075294527,0.583004031,1.044323167,5.572939785,5.914922358,0.164365764,0.195172001,0.193039315,0.115420369,0.740135852,0.291646314
ACTA2,302.6481072,57.49013681,20.72474252,46.439788,357.3782426,143.3237036,141.1409125,39.66019681,7.227047635,61.32826762,41.72440638,172.6372839,61.80962816,60.42604208,58.61727849,36.33552948,126.2958297
ACTA2-AS1,0.664558265,0.156278457,0.375714092,0.044986041,0.081929255,0.156835237,0,0.128913658,0.160640273,0.382104371,0.371476166,0.222342843,0.308908741,12.49715776,16.49476096,6.876609757,0.667648093
ACTB,1069.821132,640.4030649,657.4130332,2115.667286,2972.685548,3413.830854,924.6964305,1325.943916,1296.142509,353.313443,1022.952654,1498.812052,430.2254763,1179.852483,1102.239709,1166.798615,1750.205354
ACTBL2,0.078068286,0,0,0.013589198,0,0.035532106,0,0.044504807,0.121313878,1.731367694,0,0,0,0.004298015,0,0.005344574,0.01833458
ACTC1,0.118127696,0.049747221,0.012879882,0.092530184,0.046810379,0.0134412,0.091319844,0.037879701,8.419470033,1.362290547,0.042448671,0.066449522,0.36544926,0.256886994,0.03393597,11.76666018,0.020806993
ACTG1,345.8630555,405.2602046,658.7675898,769.0744219,957.8464457,1195.343548,613.7568464,519.2052656,687.5553154,142.0420902,265.6989147,790.1660635,616.1783304,461.070733,583.0082443,487.426638,642.5796019
ACTG1P4,0.015674245,0.220368796,0.01196313,0.038197403,0.086957107,0.112360456,0,0.086004197,0.011366565,0.421775569,0,0.304968623,0.038572461,0.030202852,0.007880127,0.480732102,0.090188059
ACTG2,34.57844386,4.4700134,0.58965377,2.738504143,5.896567275,7.99956922,8.445884935,1.483095112,1.290271683,7.559637852,2.139639457,7.667673409,2.131657346,1.651077154,7.532714389,0.628274599,2.48244156
ACTL10,0.199746145,1.672430487,0.222816242,0.168498013,0.153435557,0.097906021,0.221725303,0.183944425,0.044569491,0.381652176,0.064416068,0.142358792,0.128559653,0.266464217,0.069522302,0.132539121,0.252597718
ACTL6A,19.93707832,33.17076927,44.11771037,60.47734196,45.69665593,45.76278547,77.50832062,62.68089396,72.23876871,18.38299855,36.12210973,50.31322763,15.93339821,40.89389979,114.3770744,53.20331807,26.30101694
ACTL6B,14.27820846,12.35661617,13.8854699,9.689029501,6.340855637,9.50728963,9.394164074,22.18603949,0.633671669,8.790414992,15.56199707,19.34945807,14.98375039,6.209747078,9.778976527,18.60939445,0.071826721
ACTL7A,0.061178793,0,0.062258382,0.099393243,0.135762352,0,0,0.030516958,0.162672807,2.02615344,0.119692473,0.094471083,0.050184589,0.007859067,0,0.117272834,0.050288106
ACTL7B,0.110654825,0.050184793,0.016891124,0,0,0,0,0.011039278,0.112341706,1.236845796,0.074224878,0.01025226,0,0,0,0.349986115,0.018191341
ACTL8,0.150695104,0,0.051118113,0.10201026,0.074313048,0,0,0,0.133564776,1.420992977,0.056157242,0,0,0.038716778,0.008417889,0,0.0275265
ACTN1,61.29335071,26.53438241,55.0057324,66.28163352,79.99204188,116.9794361,46.11049928,33.6409413,14.22205272,11.67144907,31.21337226,42.81434465,12.13643663,24.53680673,9.706861094,38.84245797,48.32833344
